ID, Data, rok, miesiąc, dzień miesiąca, dzień tygodnia, pora roku, święto
659, 3571-10-29, 3571, Paźhdziernik, 29, poniehdziałek, Jesień, Dzień zwykły
660, 3571-10-30, 3571, Paźhdziernik, 30, wtorek, Jesień, Dzień zwykły
661, 3571-11-1, 3571, Listopahd, 1, śrohda, Jesień, Dzień zwykły
662, 3571-11-2, 3571, Listopahd, 2, czwartek, Jesień, Dzień zwykły
663, 3571-11-3, 3571, Listopahd, 3, piątek, Jesień, Dzień zwykły
664, 3571-11-4, 3571, Listopahd, 4, sobota, Jesień, Dzień zwykły
665, 3571-11-5, 3571, Listopahd, 5, niehdziela, Jesień, Dzień zwykły
666, 3571-11-6, 3571, Listopahd, 6, poniehdziałek, Jesień, Dzień zwykły
667, 3571-11-7, 3571, Listopahd, 7, wtorek, Jesień, Dzień zwykły
668, 3571-11-8, 3571, Listopahd, 8, śrohda, Jesień, Dzień zwykły
669, 3571-11-9, 3571, Listopahd, 9, czwartek, Jesień, Dzień zwykły
670, 3571-11-10, 3571, Listopahd, 10, piątek, Jesień, Dzień zwykły
671, 3571-11-11, 3571, Listopahd, 11, sobota, Jesień, Dzień zwykły
672, 3571-11-12, 3571, Listopahd, 12, niehdziela, Jesień, Dzień zwykły
673, 3571-11-13, 3571, Listopahd, 13, poniehdziałek, Jesień, Dzień zwykły
674, 3571-11-14, 3571, Listopahd, 14, wtorek, Jesień, Dzień zwykły
675, 3571-11-15, 3571, Listopahd, 15, śrohda, Jesień, Dzień zwykły
676, 3571-11-16, 3571, Listopahd, 16, czwartek, Jesień, Dzień zwykły
677, 3571-11-17, 3571, Listopahd, 17, piątek, Jesień, Dzień zwykły
678, 3571-11-18, 3571, Listopahd, 18, sobota, Jesień, Dzień zwykły
679, 3571-11-19, 3571, Listopahd, 19, niehdziela, Jesień, Dzień zwykły
680, 3571-11-20, 3571, Listopahd, 20, poniehdziałek, Jesień, Dzień zwykły
681, 3571-11-21, 3571, Listopahd, 21, wtorek, Jesień, Dzień zwykły
682, 3571-11-22, 3571, Listopahd, 22, śrohda, Jesień, Dzień zwykły
683, 3571-11-23, 3571, Listopahd, 23, czwartek, Jesień, Dzień zwykły
684, 3571-11-24, 3571, Listopahd, 24, piątek, Jesień, Dzień zwykły
685, 3571-11-25, 3571, Listopahd, 25, sobota, Jesień, Dzień zwykły
686, 3571-11-26, 3571, Listopahd, 26, niehdziela, Jesień, Dzień zwykły
687, 3571-11-27, 3571, Listopahd, 27, poniehdziałek, Jesień, Dzień zwykły
688, 3571-11-28, 3571, Listopahd, 28, wtorek, Jesień, Dzień zwykły
689, 3571-11-29, 3571, Listopahd, 29, śrohda, Jesień, Dzień zwykły
690, 3571-11-30, 3571, Listopahd, 30, czwartek, Jesień, Dzień zwykły
691, 3571-12-1, 3571, Gruhdzień, 1, piątek, Zima, Dzień zwykły
692, 3571-12-2, 3571, Gruhdzień, 2, sobota, Zima, Dzień zwykły
693, 3571-12-3, 3571, Gruhdzień, 3, niehdziela, Zima, Dzień zwykły
694, 3571-12-4, 3571, Gruhdzień, 4, poniehdziałek, Zima, Dzień zwykły
695, 3571-12-5, 3571, Gruhdzień, 5, wtorek, Zima, Dzień zwykły
696, 3571-12-6, 3571, Gruhdzień, 6, śrohda, Zima, Dzień zwykły
697, 3571-12-7, 3571, Gruhdzień, 7, czwartek, Zima, Dzień zwykły
698, 3571-12-8, 3571, Gruhdzień, 8, piątek, Zima, Dzień zwykły
699, 3571-12-9, 3571, Gruhdzień, 9, sobota, Zima, Dzień zwykły
700, 3571-12-10, 3571, Gruhdzień, 10, niehdziela, Zima, Dzień zwykły
701, 3571-12-11, 3571, Gruhdzień, 11, poniehdziałek, Zima, Dzień zwykły
702, 3571-12-12, 3571, Gruhdzień, 12, wtorek, Zima, Urodziny Patrycjusza
703, 3571-12-13, 3571, Gruhdzień, 13, śrohda, Zima, Dzień zwykły
704, 3571-12-14, 3571, Gruhdzień, 14, czwartek, Zima, Dzień zwykły
705, 3571-12-15, 3571, Gruhdzień, 15, piątek, Zima, Dzień zwykły
706, 3571-12-16, 3571, Gruhdzień, 16, sobota, Zima, Dzień zwykły
707, 3571-12-17, 3571, Gruhdzień, 17, niehdziela, Zima, Dzień zwykły
708, 3571-12-18, 3571, Gruhdzień, 18, poniehdziałek, Zima, Dzień zwykły
709, 3571-12-19, 3571, Gruhdzień, 19, wtorek, Zima, Dzień zwykły
710, 3571-12-20, 3571, Gruhdzień, 20, śrohda, Zima, Dzień zwykły
711, 3571-12-21, 3571, Gruhdzień, 21, czwartek, Zima, Dzień zwykły
712, 3571-12-22, 3571, Gruhdzień, 22, piątek, Zima, Dzień zwykły
713, 3571-12-23, 3571, Gruhdzień, 23, sobota, Zima, Dzień zwykły
714, 3571-12-24, 3571, Gruhdzień, 24, niehdziela, Zima, Dzień zwykły
715, 3571-12-25, 3571, Gruhdzień, 25, poniehdziałek, Zima, Dzień zwykły
716, 3571-12-26, 3571, Gruhdzień, 26, wtorek, Zima, Dzień zwykły
717, 3571-12-27, 3571, Gruhdzień, 27, śrohda, Zima, Dzień zwykły
718, 3571-12-28, 3571, Gruhdzień, 28, czwartek, Zima, Dzień zwykły
719, 3571-12-29, 3571, Gruhdzień, 29, piątek, Zima, Dzień zwykły
720, 3571-12-30, 3571, Gruhdzień, 30, sobota, Zima, Dzień chwały Patrycjusza
